feature_fixed_acidity,feature_volatile_acidity,feature_citric_acid,feature_residual_sugar,feature_chlorides,feature_free_sulfur_dioxide,feature_total_sulfur_dioxide,feature_sulphates,feature_wine_type,intermediate_density,intermediate_ph,intermediate_alcohol,target_quality,ID_wine_type,ID_row
7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.54,red,0.99458,3.16,9.8,6,red,1197
7.7,0.26,0.26,2.0,0.052,19.0,77.0,0.79,red,0.9951,3.15,10.9,6,red,1198
7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.58,red,0.99686,3.21,9.5,6,red,1199
7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.54,red,0.99458,3.16,9.8,6,red,1200
7.9,0.34,0.36,1.9,0.065,5.0,10.0,0.54,red,0.99419,3.27,11.2,7,red,1201
8.6,0.42,0.39,1.8,0.068,6.0,12.0,0.69,red,0.99516,3.35,11.7,8,red,1202
9.9,0.74,0.19,5.8,0.111,33.0,76.0,0.55,red,0.99878,3.14,9.4,5,red,1203
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.85,red,0.99534,3.4,11.0,7,red,1204
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.85,red,0.99534,3.4,11.0,7,red,1205
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.85,red,0.99534,3.4,11.0,7,red,1206
9.9,0.72,0.55,1.7,0.136,24.0,52.0,0.94,red,0.99752,3.35,10.0,5,red,1207
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.85,red,0.99534,3.4,11.0,7,red,1208
6.2,0.39,0.43,2.0,0.071,14.0,24.0,0.87,red,0.99428,3.45,11.2,7,red,1209
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.62,red,0.99498,3.35,10.4,6,red,1210
6.6,0.44,0.15,2.1,0.076,22.0,53.0,0.62,red,0.9957,3.32,9.3,5,red,1211
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.62,red,0.99498,3.35,10.4,6,red,1212
9.6,0.38,0.42,1.9,0.071,5.0,13.0,0.75,red,0.99659,3.15,10.5,6,red,1213
10.2,0.33,0.46,1.9,0.081,6.0,9.0,0.48,red,0.99628,3.1,10.4,6,red,1214
8.8,0.27,0.46,2.1,0.095,20.0,29.0,0.56,red,0.99488,3.26,11.3,6,red,1215
7.9,0.57,0.31,2.0,0.079,10.0,79.0,0.69,red,0.99677,3.29,9.5,6,red,1216
8.2,0.34,0.37,1.9,0.057,43.0,74.0,0.81,red,0.99408,3.23,12.0,6,red,1217
8.2,0.4,0.31,1.9,0.082,8.0,24.0,0.69,red,0.996,3.24,10.6,6,red,1218
9.0,0.39,0.4,1.3,0.044,25.0,50.0,0.83,red,0.99478,3.2,10.9,6,red,1219
10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.77,red,0.99734,3.28,11.5,6,red,1220
10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.77,red,0.99734,3.28,11.5,6,red,1221
8.1,0.53,0.22,2.2,0.078,33.0,89.0,0.46,red,0.99678,3.26,9.6,6,red,1222
10.5,0.36,0.47,2.2,0.074,9.0,23.0,0.76,red,0.99638,3.23,12.0,6,red,1223
12.6,0.39,0.49,2.5,0.08,8.0,20.0,0.82,red,0.9992,3.07,10.3,6,red,1224
9.2,0.46,0.23,2.6,0.091,18.0,77.0,0.51,red,0.99922,3.15,9.4,5,red,1225
7.5,0.58,0.03,4.1,0.08,27.0,46.0,0.47,red,0.99592,3.02,9.2,5,red,1226
9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.72,red,0.99769,3.27,9.6,5,red,1227
5.1,0.42,0.0,1.8,0.044,18.0,88.0,0.73,red,0.99157,3.68,13.6,7,red,1228
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.64,red,0.99718,3.4,9.5,5,red,1229
7.7,0.18,0.34,2.7,0.066,15.0,58.0,0.78,red,0.9947,3.37,11.8,6,red,1230
7.8,0.815,0.01,2.6,0.074,48.0,90.0,0.62,red,0.99621,3.38,10.8,5,red,1231
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.64,red,0.99718,3.4,9.5,5,red,1232
10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.49,red,0.99614,3.23,9.3,4,red,1233
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.4,red,0.99242,3.39,12.8,6,red,1234
6.0,0.33,0.32,12.9,0.054,6.0,113.0,0.56,red,0.99572,3.3,11.5,4,red,1235
7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.64,red,0.99659,3.26,9.4,6,red,1236
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.4,red,0.99242,3.39,12.8,6,red,1237
8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.46,red,0.99798,3.38,9.6,4,red,1238
6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.56,red,0.99488,3.45,11.8,4,red,1239
7.5,0.61,0.2,1.7,0.076,36.0,60.0,0.4,red,0.99494,3.1,9.3,5,red,1240
9.8,0.37,0.39,2.5,0.079,28.0,65.0,0.59,red,0.99729,3.16,9.8,5,red,1241
9.0,0.4,0.41,2.0,0.058,15.0,40.0,0.6,red,0.99414,3.22,12.2,6,red,1242
8.3,0.56,0.22,2.4,0.082,10.0,86.0,0.62,red,0.9983,3.37,9.5,5,red,1243
5.9,0.29,0.25,13.4,0.067,72.0,160.0,0.54,red,0.99721,3.33,10.3,6,red,1244
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.68,red,0.99655,3.49,10.5,5,red,1245
7.4,0.74,0.07,1.7,0.086,15.0,48.0,0.48,red,0.99502,3.12,10.0,5,red,1246
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.68,red,0.99655,3.49,10.5,5,red,1247
6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.75,red,0.9949,3.41,11.1,6,red,1248
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.61,red,0.99514,3.4,10.9,6,red,1249
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.61,red,0.99514,3.4,10.9,6,red,1250
7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.59,red,0.9963,3.28,9.8,5,red,1251
7.1,0.72,0.0,1.8,0.123,6.0,14.0,0.58,red,0.99627,3.45,9.8,5,red,1252
7.9,0.66,0.0,1.4,0.096,6.0,13.0,0.58,red,0.99569,3.43,9.5,5,red,1253
7.8,0.7,0.06,1.9,0.079,20.0,35.0,0.69,red,0.99628,3.4,10.9,5,red,1254
6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.45,red,0.99358,3.47,11.0,5,red,1255
7.5,0.59,0.22,1.8,0.082,43.0,60.0,0.42,red,0.99499,3.1,9.2,5,red,1256
7.0,0.58,0.28,4.8,0.085,12.0,69.0,0.7,red,0.99633,3.32,11.0,6,red,1257
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.63,red,0.99538,3.44,11.3,6,red,1258
6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.63,red,0.99538,3.44,11.3,6,red,1259
8.6,0.635,0.68,1.8,0.403,19.0,56.0,1.15,red,0.99632,3.02,9.3,5,red,1260
6.3,1.02,0.0,2.0,0.083,17.0,24.0,0.55,red,0.99437,3.59,11.2,4,red,1261
9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.58,red,0.99726,3.15,9.8,5,red,1262
8.2,0.78,0.0,2.2,0.089,13.0,26.0,0.46,red,0.9978,3.37,9.6,4,red,1263
8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.72,red,0.99456,3.38,11.8,6,red,1264
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.6,red,0.99564,3.38,10.3,6,red,1265
7.2,0.57,0.05,2.3,0.081,16.0,36.0,0.6,red,0.99564,3.38,10.3,6,red,1266
10.4,0.43,0.5,2.3,0.068,13.0,19.0,0.87,red,0.996,3.1,11.4,6,red,1267
6.9,0.41,0.31,2.0,0.079,21.0,51.0,0.55,red,0.99668,3.47,9.5,6,red,1268
5.5,0.49,0.03,1.8,0.044,28.0,87.0,0.82,red,0.9908,3.5,14.0,8,red,1269
5.0,0.38,0.01,1.6,0.048,26.0,60.0,0.75,red,0.99084,3.7,14.0,6,red,1270
7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.57,red,0.9935,3.38,11.7,6,red,1271
5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.53,red,0.99385,3.5,11.2,5,red,1272
7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.43,red,0.99494,3.1,9.3,5,red,1273
7.8,0.58,0.13,2.1,0.102,17.0,36.0,0.53,red,0.9944,3.24,11.2,6,red,1274
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.54,red,0.99688,3.24,9.5,6,red,1275
8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.56,red,0.99566,3.28,12.0,4,red,1276
7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.6,red,0.99636,3.35,9.7,6,red,1277
8.0,0.715,0.22,2.3,0.075,13.0,81.0,0.54,red,0.99688,3.24,9.5,6,red,1278
9.8,0.3,0.39,1.7,0.062,3.0,9.0,0.57,red,0.9948,3.14,11.5,7,red,1279
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.64,red,0.9956,3.37,10.4,6,red,1280
7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.64,red,0.9956,3.37,10.4,6,red,1281
7.9,0.765,0.0,2.0,0.084,9.0,22.0,0.68,red,0.99619,3.33,10.9,6,red,1282
8.7,0.63,0.28,2.7,0.096,17.0,69.0,0.63,red,0.99734,3.26,10.2,6,red,1283
7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.56,red,0.99476,3.39,10.9,5,red,1284
11.3,0.37,0.5,1.8,0.09,20.0,47.0,0.57,red,0.99734,3.15,10.5,5,red,1285
7.1,0.16,0.44,2.5,0.068,17.0,31.0,0.54,red,0.99328,3.35,12.4,6,red,1286
8.0,0.6,0.08,2.6,0.056,3.0,7.0,0.37,red,0.99286,3.22,13.0,5,red,1287
7.0,0.6,0.3,4.5,0.068,20.0,110.0,1.17,red,0.99914,3.3,10.2,5,red,1288
7.0,0.6,0.3,4.5,0.068,20.0,110.0,1.17,red,0.99914,3.3,10.2,5,red,1289
7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.59,red,0.99521,3.36,11.0,5,red,1290
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.75,red,0.99638,3.29,10.9,6,red,1291
5.9,0.395,0.13,2.4,0.056,14.0,28.0,0.67,red,0.99362,3.62,12.4,6,red,1292
7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.49,red,0.99672,3.34,9.7,4,red,1293
8.2,0.635,0.1,2.1,0.073,25.0,60.0,0.75,red,0.99638,3.29,10.9,6,red,1294
6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.45,red,0.99558,3.2,9.5,5,red,1295
6.6,0.63,0.0,4.3,0.093,51.0,77.5,0.45,red,0.99558,3.2,9.5,5,red,1296
7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.61,red,0.99323,3.35,12.1,6,red,1297
5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.56,red,0.99191,3.45,12.2,6,red,1298
7.6,1.58,0.0,2.1,0.137,5.0,9.0,0.4,red,0.99476,3.5,10.9,3,red,1299
5.2,0.645,0.0,2.15,0.08,15.0,28.0,0.61,red,0.99444,3.78,12.5,6,red,1300
6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.74,red,0.99598,3.6,11.7,6,red,1301
9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.8,red,0.99576,3.3,11.2,6,red,1302
8.0,0.28,0.44,1.8,0.081,28.0,68.0,0.66,red,0.99501,3.36,11.2,5,red,1303
7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.44,red,0.9955,3.12,9.2,5,red,1304
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.53,red,0.99612,3.3,9.8,5,red,1305
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.62,red,0.9979,3.29,10.1,5,red,1306
6.8,0.68,0.09,3.9,0.068,15.0,29.0,0.52,red,0.99524,3.41,11.1,4,red,1307
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.62,red,0.9979,3.29,10.1,5,red,1308
7.0,0.62,0.1,1.4,0.071,27.0,63.0,0.61,red,0.996,3.28,9.2,5,red,1309
7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.53,red,0.99612,3.3,9.8,5,red,1310
6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.59,red,0.9929,3.33,12.8,6,red,1311
8.0,1.18,0.21,1.9,0.083,14.0,41.0,0.47,red,0.99532,3.34,10.5,5,red,1312
7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.54,red,0.99558,3.4,10.1,6,red,1313
7.0,0.36,0.21,2.4,0.086,24.0,69.0,0.53,red,0.99556,3.4,10.1,6,red,1314
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.58,red,0.99616,3.26,9.8,6,red,1315
5.4,0.74,0.0,1.2,0.041,16.0,46.0,0.59,red,0.99258,4.01,12.5,6,red,1316
9.9,0.44,0.46,2.2,0.091,10.0,41.0,0.69,red,0.99638,3.18,11.9,6,red,1317
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.58,red,0.99616,3.26,9.8,6,red,1318
9.1,0.76,0.68,1.7,0.414,18.0,64.0,1.33,red,0.99652,2.9,9.1,6,red,1319
9.7,0.66,0.34,2.6,0.094,12.0,88.0,0.66,red,0.99796,3.26,10.1,5,red,1320
5.0,0.74,0.0,1.2,0.041,16.0,46.0,0.59,red,0.99258,4.01,12.5,6,red,1321
9.1,0.34,0.42,1.8,0.058,9.0,18.0,0.55,red,0.99392,3.18,11.4,5,red,1322
9.1,0.36,0.39,1.8,0.06,21.0,55.0,0.82,red,0.99495,3.18,11.0,7,red,1323
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.6,red,0.9948,3.39,10.6,6,red,1324
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.6,red,0.9948,3.39,10.6,6,red,1325
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.6,red,0.9948,3.39,10.6,6,red,1326
6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.6,red,0.9948,3.39,10.6,6,red,1327
6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.52,red,0.9955,3.34,9.3,5,red,1328
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.56,red,0.99616,3.29,9.8,6,red,1329
7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.56,red,0.99616,3.29,9.8,6,red,1330
7.8,0.87,0.26,3.8,0.107,31.0,67.0,0.46,red,0.99668,3.26,9.2,5,red,1331
8.4,0.39,0.1,1.7,0.075,6.0,25.0,0.43,red,0.99581,3.09,9.7,6,red,1332
9.1,0.775,0.22,2.2,0.079,12.0,48.0,0.51,red,0.9976,3.18,9.6,5,red,1333
7.2,0.835,0.0,2.0,0.166,4.0,11.0,0.52,red,0.99608,3.39,10.0,5,red,1334
6.6,0.58,0.02,2.4,0.069,19.0,40.0,0.66,red,0.99387,3.38,12.6,6,red,1335
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.45,red,0.99448,3.36,9.5,5,red,1336
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.45,red,0.99448,3.36,9.5,5,red,1337
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.45,red,0.99448,3.36,9.5,5,red,1338
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.54,red,0.99538,3.36,10.5,6,red,1339
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.54,red,0.99538,3.36,10.5,6,red,1340
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.54,red,0.99538,3.36,10.5,6,red,1341
7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.51,red,0.99589,3.37,10.4,6,red,1342
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.54,red,0.99538,3.36,10.5,6,red,1343
11.5,0.42,0.48,2.6,0.077,8.0,20.0,0.53,red,0.99852,3.09,11.0,5,red,1344
8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.53,red,0.99613,3.25,10.2,6,red,1345
6.1,0.59,0.01,2.1,0.056,5.0,13.0,0.56,red,0.99472,3.52,11.4,5,red,1346
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.39,red,0.99587,3.34,9.5,5,red,1347
7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.39,red,0.99587,3.34,9.5,5,red,1348
6.9,0.57,0.0,2.8,0.081,21.0,41.0,0.52,red,0.99518,3.41,10.8,5,red,1349
9.0,0.6,0.29,2.0,0.069,32.0,73.0,0.57,red,0.99654,3.34,10.0,5,red,1350
7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.51,red,0.99332,3.32,11.8,6,red,1351
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.46,red,0.9969,3.37,10.3,5,red,1352
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.46,red,0.9969,3.37,10.3,5,red,1353
7.2,0.58,0.03,2.3,0.077,7.0,28.0,0.52,red,0.99568,3.35,10.0,5,red,1354
6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.44,red,0.99464,3.36,10.1,5,red,1355
6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.44,red,0.99464,3.36,10.1,5,red,1356
7.3,0.43,0.24,2.5,0.078,27.0,67.0,0.59,red,0.99648,3.6,11.1,6,red,1357
7.4,0.64,0.17,5.4,0.168,52.0,98.0,0.5,red,0.99736,3.28,9.5,5,red,1358
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.65,red,0.99704,3.07,10.0333333333333,6,red,1359
9.2,0.54,0.31,2.3,0.112,11.0,38.0,0.56,red,0.99699,3.24,10.9,5,red,1360
8.3,0.85,0.14,2.5,0.093,13.0,54.0,0.54,red,0.99724,3.36,10.1,5,red,1361
11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.65,red,0.99704,3.07,10.0333333333333,6,red,1362
8.0,0.83,0.27,2.0,0.08,11.0,63.0,0.48,red,0.99652,3.29,9.8,4,red,1363
7.2,0.605,0.02,1.9,0.096,10.0,31.0,0.53,red,0.995,3.46,11.8,6,red,1364
7.8,0.5,0.09,2.2,0.115,10.0,42.0,0.62,red,0.9971,3.18,9.5,5,red,1365
7.3,0.74,0.08,1.7,0.094,10.0,45.0,0.5,red,0.99576,3.24,9.8,5,red,1366
6.9,0.54,0.3,2.2,0.088,9.0,105.0,1.18,red,0.99725,3.25,10.5,6,red,1367
8.0,0.77,0.32,2.1,0.079,16.0,74.0,0.5,red,0.99656,3.27,9.8,6,red,1368
6.6,0.61,0.0,1.6,0.069,4.0,8.0,0.37,red,0.99396,3.33,10.4,4,red,1369
8.7,0.78,0.51,1.7,0.415,12.0,66.0,1.17,red,0.99623,3.0,9.2,5,red,1370
7.5,0.58,0.56,3.1,0.153,5.0,14.0,1.03,red,0.99476,3.21,11.6,6,red,1371
8.7,0.78,0.51,1.7,0.415,12.0,66.0,1.17,red,0.99623,3.0,9.2,5,red,1372
7.7,0.75,0.27,3.8,0.11,34.0,89.0,0.45,red,0.99664,3.24,9.3,5,red,1373
6.8,0.815,0.0,1.2,0.267,16.0,29.0,0.51,red,0.99471,3.32,9.8,3,red,1374
7.2,0.56,0.26,2.0,0.083,13.0,100.0,0.52,red,0.99586,3.26,9.9,5,red,1375
8.2,0.885,0.2,1.4,0.086,7.0,31.0,0.46,red,0.9946,3.11,10.0,5,red,1376
5.2,0.49,0.26,2.3,0.09,23.0,74.0,0.62,red,0.9953,3.71,12.2,6,red,1377
7.2,0.45,0.15,2.0,0.078,10.0,28.0,0.51,red,0.99609,3.29,9.9,6,red,1378
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.62,red,0.99557,3.36,10.8,6,red,1379
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.62,red,0.99557,3.36,10.8,6,red,1380
6.8,0.83,0.09,1.8,0.074,4.0,25.0,0.45,red,0.99534,3.38,9.6,5,red,1381
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.49,red,0.99613,3.3,9.9,5,red,1382
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.49,red,0.99613,3.3,9.9,5,red,1383
7.1,0.755,0.15,1.8,0.107,20.0,84.0,0.5,red,0.99593,3.19,9.5,5,red,1384
8.0,0.81,0.25,3.4,0.076,34.0,85.0,0.42,red,0.99668,3.19,9.2,5,red,1385
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.58,red,0.9961,3.3,9.6,5,red,1386
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.58,red,0.9961,3.3,9.6,5,red,1387
6.6,0.64,0.31,6.1,0.083,7.0,49.0,0.68,red,0.99718,3.35,10.3,5,red,1388
6.7,0.48,0.02,2.2,0.08,36.0,111.0,0.53,red,0.99524,3.1,9.7,5,red,1389
6.0,0.49,0.0,2.3,0.068,15.0,33.0,0.59,red,0.99292,3.58,12.5,6,red,1390
8.0,0.64,0.22,2.4,0.094,5.0,33.0,0.58,red,0.99612,3.37,11.0,5,red,1391
7.1,0.62,0.06,1.3,0.07,5.0,12.0,0.48,red,0.9942,3.17,9.8,5,red,1392
8.0,0.52,0.25,2.0,0.078,19.0,59.0,0.48,red,0.99612,3.3,10.2,5,red,1393
6.4,0.57,0.14,3.9,0.07,27.0,73.0,0.48,red,0.99669,3.32,9.2,5,red,1394
8.6,0.685,0.1,1.6,0.092,3.0,12.0,0.65,red,0.99745,3.31,9.55,6,red,1395
8.7,0.675,0.1,1.6,0.09,4.0,11.0,0.65,red,0.99745,3.31,9.55,5,red,1396
7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.52,red,0.99584,3.28,9.9,5,red,1397
7.0,0.6,0.12,2.2,0.083,13.0,28.0,0.62,red,0.9966,3.52,10.2,7,red,1398
7.2,0.67,0.0,2.2,0.068,10.0,24.0,0.72,red,0.9956,3.42,11.1,6,red,1399
7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.51,red,0.9962,3.25,9.9,5,red,1400
7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.51,red,0.9962,3.25,9.9,5,red,1401
7.6,0.3,0.42,2.0,0.052,6.0,24.0,0.82,red,0.9963,3.44,11.9,6,red,1402
7.2,0.33,0.33,1.7,0.061,3.0,13.0,1.1,red,0.996,3.23,10.0,8,red,1403
8.0,0.5,0.39,2.6,0.082,12.0,46.0,0.62,red,0.9985,3.43,10.7,6,red,1404
7.7,0.28,0.3,2.0,0.062,18.0,34.0,0.9,red,0.9952,3.28,11.3,7,red,1405
8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.94,red,0.9974,3.22,10.9,6,red,1406
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.93,red,0.995,3.54,10.7,6,red,1407
8.1,0.29,0.36,2.2,0.048,35.0,53.0,1.01,red,0.995,3.27,12.4,7,red,1408
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.93,red,0.995,3.54,10.7,6,red,1409
6.6,0.96,0.0,1.8,0.082,5.0,16.0,0.44,red,0.9936,3.5,11.9,6,red,1410
6.4,0.47,0.4,2.4,0.071,8.0,19.0,0.73,red,0.9963,3.56,10.6,6,red,1411
8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.94,red,0.9974,3.22,10.9,6,red,1412
9.9,0.57,0.25,2.0,0.104,12.0,89.0,0.9,red,0.9963,3.04,10.1,5,red,1413
10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.78,red,0.9994,3.2,9.6,5,red,1414
6.2,0.58,0.0,1.6,0.065,8.0,18.0,0.84,red,0.9966,3.56,9.4,5,red,1415
10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.78,red,0.9994,3.2,9.6,5,red,1416
7.3,0.34,0.33,2.5,0.064,21.0,37.0,0.77,red,0.9952,3.35,12.1,7,red,1417
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.46,red,0.995,3.16,9.8,5,red,1418
7.7,0.64,0.21,2.2,0.077,32.0,133.0,0.45,red,0.9956,3.27,9.9,5,red,1419
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.46,red,0.995,3.16,9.8,5,red,1420
7.5,0.4,0.18,1.6,0.079,24.0,58.0,0.58,red,0.9965,3.34,9.4,5,red,1421
7.0,0.54,0.0,2.1,0.079,39.0,55.0,0.84,red,0.9956,3.39,11.4,6,red,1422
6.4,0.53,0.09,3.9,0.123,14.0,31.0,0.67,red,0.9968,3.5,11.0,4,red,1423
8.3,0.26,0.37,1.4,0.076,8.0,23.0,0.7,red,0.9974,3.26,9.6,6,red,1424
8.3,0.26,0.37,1.4,0.076,8.0,23.0,0.7,red,0.9974,3.26,9.6,6,red,1425
7.7,0.23,0.37,1.8,0.046,23.0,60.0,0.71,red,0.9971,3.41,12.1,6,red,1426
7.6,0.41,0.33,2.5,0.078,6.0,23.0,0.58,red,0.9957,3.3,11.2,5,red,1427
7.8,0.64,0.0,1.9,0.072,27.0,55.0,0.63,red,0.9962,3.31,11.0,5,red,1428
7.9,0.18,0.4,2.2,0.049,38.0,67.0,0.93,red,0.996,3.33,11.3,5,red,1429
7.4,0.41,0.24,1.8,0.066,18.0,47.0,0.62,red,0.9956,3.37,10.4,5,red,1430
7.6,0.43,0.31,2.1,0.069,13.0,74.0,0.54,red,0.9958,3.26,9.9,6,red,1431
5.9,0.44,0.0,1.6,0.042,3.0,11.0,0.85,red,0.9944,3.48,11.7,6,red,1432
6.1,0.4,0.16,1.8,0.069,11.0,25.0,0.74,red,0.9955,3.42,10.1,7,red,1433
10.2,0.54,0.37,15.4,0.214,55.0,95.0,0.77,red,1.00369,3.18,9.0,6,red,1434
10.2,0.54,0.37,15.4,0.214,55.0,95.0,0.77,red,1.00369,3.18,9.0,6,red,1435
10.0,0.38,0.38,1.6,0.169,27.0,90.0,0.65,red,0.99914,3.15,8.5,5,red,1436
6.8,0.915,0.29,4.8,0.07,15.0,39.0,0.54,red,0.99577,3.53,11.1,5,red,1437
7.0,0.59,0.0,1.7,0.052,3.0,8.0,0.47,red,0.996,3.41,10.3,5,red,1438
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.68,red,0.99566,3.32,11.0666666666667,6,red,1439
7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.73,red,0.9947,3.23,11.3,7,red,1440
7.4,0.785,0.19,5.2,0.094,19.0,98.0,0.52,red,0.99713,3.16,9.56666666666667,6,red,1441
6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.75,red,0.99712,3.4,9.8,5,red,1442
6.9,0.58,0.2,1.75,0.058,8.0,22.0,0.49,red,0.99322,3.38,11.7,5,red,1443
7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.68,red,0.99566,3.32,11.1,6,red,1444
7.4,0.785,0.19,5.2,0.094,19.0,98.0,0.52,red,0.99713,3.16,9.6,6,red,1445
6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.75,red,0.99712,3.4,9.8,5,red,1446
6.8,0.67,0.0,1.9,0.08,22.0,39.0,0.74,red,0.99701,3.4,9.7,5,red,1447
6.9,0.58,0.01,1.9,0.08,40.0,54.0,0.73,red,0.99683,3.4,9.7,5,red,1448
7.2,0.38,0.31,2.0,0.056,15.0,29.0,0.76,red,0.99472,3.23,11.3,8,red,1449
7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.73,red,0.9947,3.23,11.3,7,red,1450
7.8,0.32,0.44,2.7,0.104,8.0,17.0,0.78,red,0.99732,3.33,11.0,7,red,1451
6.6,0.58,0.02,2.0,0.062,37.0,53.0,0.76,red,0.99374,3.35,11.6,7,red,1452
